qid,questions,intention,answer
577,商米D1S屏幕尺寸,question,我们的屏幕尺寸是15.6寸
578,商米D1S机器怎么关机？,question,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
579,商米D1S机器怎么重启？,question,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
580,商米D1S屏幕按什么都不动了，一直卡死机状态,question,请您长按电源键11秒以上，设备会自动断电关机。
581,商米D1S接口用途,question,"电源接口：用于连接收银机的电源适配器
钱箱接口：只支持24V/1A钱箱
网线口：连接有线网，无WiFi网络环境使用USB2.0接口(四个)：用于连接扫码盒、扫码枪、小票打印机/标签打印机
RJ11串口：用于连接电子秤，需要购买RJ11-RS232转接线使用
音频口：用于连接音箱
TF卡槽：支持插入存储卡，最大支持64GB
USB调试口：仅在设备调试时使用"
582,商米D1S开机初始化设置,question,"开机设置：
初次开启商米设备，完成初次设置只需简单几步：
连接电源适配器，短按电源键开机启动，进入首次开机界面，点击【开始设置】按提示操作即可。
联网设置：
本机可选择2种上网模式。
连接WLAN
点击要连接的WLAN，若选择一个加密的网络，则需要输入访问密码方可连接。
通过LAN连网
插入网线连接网络，D1 网线接口位于底座背面塑料壳内，从底下缺口轻轻打开。"
584,商米D1S连接网线后，如何设置固定IP联网?,question,接入网线后，点击 设置->有线网->静态->输入静态IP设置。
585,商米D1S如何使用应用,question,您可在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
586,商米D1S如何下载,question,您可在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
587,商米D1S系统会自动更新吗？,question,商米为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
588,商米D1S如何将机器升级到最新的系统版本？,question,"1.设备需在联网状态，点击 桌面的【系统更新】。
2.当检测到系统更新时将自动下载，点击安装，设备将会重启并执行系统升级。
3.系统升级完成后，再次打开【系统更新】查看当前系统是否已是最新版本。"
589,商米D1S如何恢复出厂设置,question,"（恢复出厂设置将会清除机器所有数据，请谨慎操作。）
点击“设置”，选择备份和重置，最后点击恢复出厂设置。"
590,商米D1S商米可以提供系统刷机包吗,question,商米为了系统安全考虑，将不提供系统刷机包。但是我们会持续给现有机具通过OTA方式推送系统更新。
591,商米D1S操作系统是否可以获取ROOT权限？,question,为了设备的安全性和系统稳定性考虑，商米限制不能获取到设备的root权限。
592,商米D1S如何设置锁屏密码？,question,请您点击“设置”，选择安全，点击屏幕锁定方式，可选择【图案】、【PIN码】和【密码】锁定。
593,商米D1S忘记锁屏密码怎么办,question,此问题需联系设备购买商，申请通过远程方式清除锁屏密码；如果设备系统版本未支持或者无法联系到设备购买商，请联系售后刷机处理。
594,商米D1S设备内置什么输入法，安装第三方输入法怎么切换使用？,question,设备默认内置谷歌中文输入法，如果您安装了第三方输入法，请在随意一个允许输入的界面，按右下角的小键盘图标->选择键盘->将您需要使用的输入法启用，然后点击小键盘图标切换方可使用。
595,商米D1S如何调节显示字体的大小,question,在桌面点击【设置】>【无障碍】切换字体，仅支持系统界面的字体显示。
596,商米D1S该设备支持哪些外接哪些硬件？,question,"钱箱口(RJ12)：只支持外接24V/1A钱箱，如果使用12V钱箱可能存在烧毁钱箱电路隐患。
LAN口(RJ45)：是网线接口支持100M网络
USB 2.0接口：
支持 HID 协议设备,例如扫码枪、读卡器、U盘、鼠标、键盘、USB摄像头 (符合UVC规格）等可即插即用，免驱动的USB设备。支持U盘格式: FAT32:可读可写;NTFS:可读不可写 ;exFAT:不支持；
串口（RJ11）：RJ11串口可连接电子秤、串口打印机等设备；也支持标准RS232串口设备（需要购买转换线）
音频孔：是3.5mm 4段式CTIA标准接口，支持外接音箱、耳机。
TF卡槽：支持插入存储卡，最大支持64GB
USB调试口：仅在设备调试时使用"
597,商米D1S是否支持外接RS232接口的设备，如打印机、电子秤？,question,支持标准RS232串口设备可连接电子秤、串口打印机等设备; 可以直接购买商米RJ11转RS232数据线，或者自行购买转接线时提供RJ11接口的线序给厂家定制。
598,商米D1S如何外接钱箱,question,商米台式收银机设有专用的钱箱接口(RJ12)用于连接钱箱；商米收银机只支持外接24V/1A钱箱，如果使用12V钱箱可能存在烧毁钱箱电路隐患。
599,商米D1S如何外接扫码枪？,question,"商米台式收银机设有四个USB接口可用于连接USB设备，支持外接商米小闪和有线扫码枪。USB有线免驱动的扫码设备不限制品牌及型号，即插即用。
物理通讯测试可用：新大陆 NLS-HR22（二维码） NLS-HR11(一维码） NLS-HR22（二维码）民德 MD6100(激光二维码） MD2250(激光一维码）。"
600,商米D1S如何外接电子秤,question,"系统版本支持：
在收银机桌面找到“系统更新”，联网将系统升级到最新版本；如果未检测到版本，请联系商米技术支持推送。
D1s: 单屏 (版本号1.0.7，固件号22)；大小屏(版本号1.0.7，固件号19)
硬件连接要求：
D1s有专门的RJ11接口通讯口可连接电子秤；支持外接有线连接和蓝牙连接的电子秤。
部分有线连接的电子秤是国标的RS232串口，可购买商米RJ11转RS232数据线连接实现物理通讯接通。
电子秤购买：
因为不同收银软件商可能会适配特定型号的电子秤，具体请咨询收银软件商应该购买哪个型号的电子秤。 (常见可用的有线电子秤：大华ACS-15AB)"
601,商米D1S是否支持通过HDMI连接电视显示屏,question,本设备不支持HDMI扩展
602,商米D1S是否支持外接USB接口的3G/4G无线上网卡？,question,"您可以选择购买免驱动只需USB供电的随身WiFi，例如华为随行WiFi2，这类有电就有4G WiFi热点的设备；
注意外接USB网卡需要安装驱动的就不能直接用，因为驱动一般只提供Windows和Mac系统，不支持T1的安卓系统。"
603,商米D1S是否支持外接摄像头使用,question,现有系统版本暂不支持外接USB摄像头
604,商米D1S能否连接USB密码键盘,question,可以连接免驱动的USB密码键盘
605,商米D1S是否有内置MIC可支持语音输入,question,收银机没有内置MIC麦克风，需要外接蓝牙麦克风使用
606,商米D1S为什么外接音箱输出的音量比原来的声音小,question,收银机的音频口是CTIA标准4段式的，如果外接插上3段式的音响接口输出音量会变小的，需要购买转换线转成3段的才可以正常使用。
607,商米D1S外接音箱调高音量，重启设备后，为什么音量会变小？,question,安卓系统的设备，在外接耳机或音箱的情况下，调至最大音量会提示是否将音量调到安全级别以上的提示，如果音量调到安全线以上，重启设备以后，音量会自动返回到安全线以下（也就是前面说的恢复默认音量）。
608,商米D1S使用USB线连接电脑传输文件，如何操作？,question,"1.机器通过USB数据线与电脑连接后，在D1s主屏幕顶部往下滑，在菜单中选择“USB选项”，点击“文件传输”即可。
2.在电脑上找的L3531（单屏）/L3532（双屏）名称的设备打开，即可查看机器内部存储空间的文件。"
609,商米D1S硬件管家可以检查哪些硬件功能是否正常,question,"1、硬件管家->本机信息：可查看设备的详细信息及参数；
2、硬件管家->网络状况：可查看/测试本机网络情况、测试信号强度和网络稳定性；
3、硬件管家->显示屏：可设置屏幕亮度并测试显示屏颜色是否正确；
4、硬件管家->触屏：可测试设备触屏灵敏度是否无误。
5、硬件管家->喇叭：可诊断设备的喇叭状态；
6、硬件管家->钱箱：可测试钱箱是否正常打开；"
610,商米D1S开不了机，如何处理,question,"1.检查收银机背面后盖的电源插口是否连接正常；检查电源适配器与电源线的连接处是否插紧
2.拔出所有外接设备的数据连接线，重新插拔下收银机后盖电源插头。
3.有条件可以更换电源适配器交叉测试判断是适配器问题还是机器问题。
4.如以上问题都无法解决，请通过微信小程序“商米服务”进行报修。"
611,商米D1S开机启动卡在系统加载（显示花瓣logo）页面，如何处理？,question,"请长按电源键关机，拔出所有外接设备的数据连接线，重新按下电源键开机，多测试几次看是否能进入系统。
进入系统后，在桌面找到“系统更新”，联网将系统升级到最新版本，单屏:1.0.5，双屏:1.0.2。"
612,商米D1S设备突然死机了,question,拔下电源线后重新插上，等待5s后，再短按电源键2秒开启。
613,商米D1S使用卡顿怎么处理,question,"请尝试以下方法：
1.机器在同时运行多个应用时，或者外卖接单单量较多时，可能会出现因资源不足而运行缓慢的状况，建议可以定期关闭后台非必须的APP进程。步骤:按下□键，选择清扫图标，进行一键清理内存。或者重启机器后再试试。
2.使用某个特定应用时卡顿，可以选择清理应用的缓存数据和垃圾文件。
操作步骤：设置->应用程序管理->选择相应的程序->清除缓存。
3.升级系统到最新的版本以获得更好的使用体验。"
614,商米D1S初次开机，无法激活，如何处理,question,"1. 手机分享热点给收银机连接，测试是否网络异常导致无法联网激活；
2. 重新启动，再试。
3. 使用其他商米设备测试打开应用市场是否可以下载应用，如果是伺服器异常，请稍后再试。（或者在设备的“您好”页面右上角空白处连续点击5下跳过激活步骤）"
615,商米D1S系统更新下载升级包失败，如何处理,question,点击 设置->应用->点击右上角显示系统进程->找到系统更新->储存空间->清除数据，重启机器，再次下载更新试试
616,商米D1S设备搜不到wifi信号，手机可以搜索到,question,收银机硬件仅支持2.4Ghz的WiFi网络，不支持5Ghz，请连接非5G的wifi频段尝试。
617,商米D1S连接WiFi提示网络连接失败；WiFi连接后不能上网,question,"1.收银设备能搜索到WiFi网络，一般代表无线网卡硬件正常，大概率属于网络配置问题，尝试重新启动机具，试试是否恢复正常；
2. 如果仍然无法联网，可在收银机桌面点击 设置->硬件管家->测试网络是否通畅，点击“开始测试”查看网络测试结果是否良好，判断是否网络不稳定或网络不通导致的问题；
同时使用其他设备连接同一WiFi网络，如果其他设备能够联网，继续下一步排查；
如果其他设备也不能联网，请检查无线路由器的设置以及联系宽带的服务商排查网络问题；
3. 可能是网络缓存数据有问题，在收银机桌面点击 设置->更多，选择“重置网络设置”；完成后再打开 设置->硬件管家->测试网络是否恢复正常；
4. 可能属于无线路由器或宽带网络问题，尝试切换其他无线网络或手机开热点让收银机连接，测试是否WiFi的网络问题。如果能够连接其他WiFi热点代表设备硬件没问题，请继续下一步排查；
5.可能是周围的WiFi信号互有干扰，建议重启路由器，如果问题仍然存在，可能需要修改路由器的无线配置（例如WiFi信道选择1-11，WiFi加密方式改WPA2,WPA等试试)。"
618,商米D1S插入网线连接后，无法连接网络,question,"请尝试以下方法：
1. 检查网线连接后，网线状态灯是否正常闪烁；如果状态灯不亮，需要检查是否网络异常，有条件可以更换网线测试；
2. 检查屏幕右上角是否显示有线网已成功连接的logo。如果网线状态灯亮，但是不显示网络已连接的Logo，可检查是否局域网内的DHCP服务是否启用，如果使用固定IP联网方式，需要在设置->有线网->静态->设置静态IP的方式连接网络。
3. 如果屏幕右上角是否显示有线网已成功连接的logo，但是某个APP不能联网，那么属于该APP的问题；如果网络检查无问题，所有应用均无法联网，尝试以下步骤：设置->备份和重置，选择“重置网络设置”，关机后重新开机再测试。
4. 如果是连网不稳定，可以点击设置->硬件管家->测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。"
619,商米D1S外接USB扫码枪、外接USB扫码盒不能使用,question,"收银机支持免驱动、USB HID 协议有线连接的扫码设备（相当于标准的键盘输入设备），支持即插即用。
无线扫码枪一般支持Windows设备为主，安卓系统大多不兼容，请与厂家确认是否支持。
外接USB接口的有线扫码枪有问题，按照以下步骤排查：
1、检查扫码枪是否已通电；连接时有蜂鸣声提示，按压扫码有红光。
如果扫描枪未通电，按照以下步骤排查：
1)检查收银机物理接口连接了哪些设备，拔出所有外接的外设；
2)更换其他USB接口连接重新连接，再试；
3)将扫码枪换到其他设备上测试是否可用，如果在其他设备上扫码枪可用，则将收银机关机重新启动再连接扫码枪试试是否可用。
2、测试扫描枪是否能捕获条码的数据；在桌面打开计算器app，使用扫码枪分别扫描商品条码和手机付款码，查看是否能获取条码数据。
如果扫商品的条码可以获取条码数据，代表硬件连接正常可使用，请检查收银软件的设置是否问题。
如果扫商品的条码不能获取条码数据，按照以下步骤排查：
1) USB接口多连接几个设备，例如USB扫码枪、鼠标、键盘；然后在收银机桌面打开【设置】->【关于设备】->连续点击6下固件版本号->输入密码“1234” ->选择CIT Preload->USB，查看“检测到的外置USB设备有”多少个；如果能检测到USB设备，代表USB接口工作正常。如果检测USB设备为0个，可能USB接口有故障。
2) 如果USB接口工作正常，只是扫码枪不能扫描，请注意商品条形码是否有欠缺和破损；扫码枪是否兼容商品的条形码类型；还有扫码枪是否支持扫描屏幕（部分扫码枪只能扫描纸质上的条码）；"
620,商米D1S用扫码枪或扫码盒扫描条码/二维码识别数值不完整，缺少部分数值,question,"1.此问题可能是扫码枪扫码识别的数值经过输入法输出，被输入法截取了部分数值，您可以在收银机桌面点击 设置->扫码与键盘，找到“已接入的键盘或其他设备”选择输出方式为“扫码设备”->点击“保存”，设置完成后扫码枪扫码，识别内容不会经过输入法直接输出到UI界面。
2.如在第一步操作仍然无法解决，我们为您转接专家客服为您处理。"
621,商米D1S屏幕触控异常,question,"尝试以下方法：
1.使用硬件管家->触屏检测，多指触摸屏幕测试屏幕触控是否正常；如果有异常，转下一步继续；
2.重新启动，再使用硬件管家做触屏测试；排除应用影响，如果仍有问题，转下一步继续；
3.检查系统是否已更新到最新版本，如系统系统有更新，请更新最新版本尝试，如果仍有问题，转下一步继续；
4.确认是否使用原装电源适配器；（收银机采用24V/2.5A电源适配器，有条件可更换一个测试是否电源适配器故障导致）
5.请将收银机移至另一个店铺、办公室测试开机触屏是否可以正常使用，如果在其他地方电容屏可以正常触控，请按照以下方式排查电路问题。
a.检查插座是否有接线；(电工检查电路是否有接地线，用测电笔接触设备的金属（microusb旁边的金属）测试是否会亮 亮就代表没接地。)
b.电容触摸屏可能受到附近的大功率设备（变频器、电机、灯箱、镇流器）的电磁干扰，请将机器关机移至新区域再开机测试问题是否仍然存在；如果确认存在电磁干扰，可以逐个电器开关排查哪个是干扰源。"
622,商米D1S双屏机器客显屏（副屏）显示比例不对,question,首先需要收银软件已适配瑞芯微的双屏异显方案支持客显屏显示，如果发现副屏显示内容与主屏一样或显示画面比例不对，可以在桌面找到 【设置】->【显示】，开启【双屏异显】功能，重启再试试。
623,商米V1s充电及电池说明,question,"建议您在打开并开始使用商米机器前，先为电池充电。设备使用5V2A电源适配器充电。
· 将5V2A电源适配器插入市电插座；（参考下图示）
· 将电源适配器的USB接口插入机器侧面的Type-C接口；
· 正在充电，屏幕会有相应图标显示 ；
· 若无出现充电图标，请检查机器Type-C接口是否插好。
· 电池从零至充满需要2小时左右
电池说明/注意事项 
· 设备选配的是3.7V/5200mAh的锂电池。
· 为保护电池的使用寿命，建议随时充电，不要等到电池耗光后再充电。"
624,商米V1s安装SIM卡说明,question,"设备支持中国联通3G和中国移动2G网络的SIM卡，使用标准大小的 SIM 卡(未经裁剪普通的卡型)。请在关机状态下，插入相应的SIM卡，再开机。
1.按住电源键2秒，点击关机。
2.将机器背面的螺丝拧开，平移开启电池背盖。
3.将SIM 卡截角处朝上放入SIM卡槽，最终SIM 卡截角外露在卡槽外。
4.盖上电池背盖，拧紧螺丝。"
625,商米V1s如何下载应用,question,相关应用可在联网模式下，打开应用市场，浏览分类或者搜索应用名称并下载应用即可完成安装。
626,商米V1s产品的工作温度是多少？,question,工作温度是0℃-40℃，储藏温度是-20℃-60℃。
627,商米V1s电池维护,question,为保护电池的使用寿命，建议随时充电，不要等到电池耗光后再充电。当设备低电量并想长时间存放不用时，请先充满电，避免电量耗光损坏电池。
628,商米V1s打印头维护,question,"1. 打印出现模糊时，可用棉签沾酒精去除陶瓷片上的污垢。
2. 定期用软毛刷清理纸仓内的纸屑，特别是滚轴、切纸刀、传感器上的灰尘。"
629,商米V1s设备支持哪些运营商的SIM卡？,question,V1s支持联通的3G/2G和移动2G网络，建议使用联通SIM卡。
630,商米V1s如何连接移动网络？,question,"1.确认机具已放入SIM卡(支持联通3G/2G和移动2G）
2.从屏幕顶部下滑，在快捷开关中点选(运营商名称)将“移动数据网络”开关开启。"
631,商米V1s如何查看流量使用情况？ ,question,进入设置 -> 流量使用情况，可分别查看移动网络 或 WLAN的流量使用情况。
632,商米V1sV1s是否支持WiFi热点分享,question,V1s支持，在桌面点击 设置 ->更多-> 网络共享与便携式热点，可开启WLAN热点；设备将会使用SIM卡的移动网络共享流量给其他设备使用。 
633,商米V1s如何截屏,question,同时按下电源键和音量下按键 2秒，截取的图片可以在“图库”>“屏幕截图”中查看。（注：如果设置了音量键自定义功能键将无法使用快捷键截图，可以到设置中关闭该功能）
634,商米V1s如何设置快速打开应用的快捷键？（快速扫码）,question,V1s加入了音量键自定义功能，您可以在“设置->音量键自定义”中设置单按上、下音量键快捷开启指定应用的功能，注意：开启此功能会影响音量键调节音量功能不可用。
635,商米V1s屏幕顶部出现的禁止图标是什么？,question,"屏幕顶部状态栏的禁止图标是开启了勿扰模式，机器将会静音。您可以按下音量加按键，将声音模式改为""全部""。"
636,商米V1s屏幕顶部出现的星号图标是什么？,question,"屏幕顶部状态栏的禁止图标是开启了勿扰模式的优先打扰，允许特定联系人来电或短信通知，其他应用通知将会静音。您可以按下音量加按键，将声音模式改为""全部""。"
637,商米V1s在应用市场中找不到要下载的APP，如何安装第三方APP？,question,"首先，请查看机具是哪个渠道商出货的机具，步骤：点击 应用市场，选择“我的”，在页面下方的“服务商”所属名称。
如果标记名称是“SUNMI”代表是属于商米直接销售或代理商出货的机具，使用者可以从商米应用市场下载商米应用池内所有可见的应用。至于应用市场没有的应用，也支持通过浏览器在网页搜索下载安装APK； 
如果“服务商”显示渠道商名称，则代表您的机具属于渠道定制机；渠道商为了保证其生态权利（提供独有的解决方案、专利或福利），我们将应用市场的控制权交给他们，他们可以调整该渠道出货机具的应用市场有哪些应用程序。销售人员一般都会讲清其销售设备的业务能力范围，而使用者购买前也建议向销售防确认是否能够满足自己的业务管理需求哦。
如果渠道应用市场缺少您需要使用的应用，您可以向设备购买的渠道商反馈，争取应用程序的上架。"
638,"商米V1s安装从网页下载或者蓝牙接收到本地的应用APK，显示""应用未安装"" 或“禁止未经授权的APP安装”，如何处理？",question,"如果您使用的是渠道机，而渠道合作伙伴在后台设置不允许安装第三分应用，则用户只能从应用市场下载安装应用，无法通过其他方式安装渠道应用市场未收录的应用。
如何查看机具是哪个渠道商出货的机具？步骤：点击 应用市场，选择“我的”，在页面下方的“服务商”所属名称。"
639,"商米V1s从应用市场下载应用提示""应用下载失败，请检查网络后重新下载”，如何处理？",question,确认连接的网络没有问题，然后在桌面打开“系统更新”，请升级到最新的系统后再试。
640,商米V1s如何停用不必要的应用？,question,"V1s支持停用部分应用，设置>应用>选择应用>停用；
对于自行安装的APP，您可以尝试使用以下步骤卸载：在设备桌面长按APP图标拖拽到屏幕上方，出现删除图标放开卸载APP。"
641,商米V1s为什么有部分应用无法卸载？,question,如果您使用的是渠道定制机，而渠道合作伙伴在其专属应用市场将部分应用设置为默认启动/自动安装，则用户无法在旗下机具上删除这部分应用。
642,商米V1s商米机器内置什么输入法，安装第三方输入法怎么切换使用？,question,V1s内置谷歌中文输入法，如果您已经安装了其他输入法，可在任意一个允许输入的界面，按右下角的小键盘图标->选择键盘->将您需要使用的输入法启用，然后点击小键盘图标切换方可使用。
643,商米V1s如何禁止系统及应用在3G状态下自动更新,question,"关闭系统自动更新：默认在3G状态下不会自动进行系统更新。
关闭自动下载应用：打开应用市场->我的->开启“省流量模式”。"
644,商米V1s如何恢复出厂设置,question,"点击 设置->其他设置->备份和重置->恢复出厂设置。
注意：恢复出厂设置将会清除机器所有数据，请谨慎操作。"
645,商米V1s时间不对，时间设置怎么是灰色的？,question,"系统时间默认自动同步时间和时区，检查设置->日期和时间->自动确定日期和时间，选择使用网络提供时间，请确认设备已连接WiFi或者3G网络，联网后将自动同步时间；
如果没有可用网络的情况下，也可以在设置-日期和时间-自动确定日期和时间，关闭自动同步时间功能，手动设置时间。"
646,商米V1s商米可以提供系统刷机包吗？,question,为了系统安全考虑，商米不提供系统刷机包。但是我们会持续给现有机具通过OTA方式推送系统更新。
647,商米V1s商米设备既然是安卓操作系统，那么是否可以获取ROOT权限,question,为了设备的安全性和系统稳定性考虑，商米限制不能获取到设备的root权限
648,商米V1s内置GPS芯片吗？是否支持GPS定位？,question,V1s有内置GPS芯片，也可以通过网络定位，打开支持定位功能的App可获取设备位置。
649,商米V1s设置密码锁屏，但是忘记了密码，怎么处理,question,"请与设备购买商联系，申请通过远程方式清除锁屏密码；（注意：需要设备系统版本支持，V1s升级到XXX版本,方可支持远程清除密码）
如果设备系统版本未支持或者无法联系到设备购买商，请联系售后刷机处理。"
650,商米V1s安全模式是什么？不小心进入了安全模式，怎么退出？屏幕上的应用图标是灰色的，无法打开，怎么解决？,question,"安全模式是安卓系统的一个特殊模式，它的原理与Windows 的安全模式相似。如果安卓系统出现类似软件，例如应用程序引发的死机、重启或电池很快耗尽，此时可进入安全模式来检查问题是否为应用程序所造成。在安全模式中，系统不会加载非预装应用程序，仅会就自身的系统来进行正常启动。这样用户便能进行系统检测、修复错误，或卸载有问题的应用程序。
"
651,商米V1s如何进入安全模式？,question,"在开机显示开机动画时，按住""音量减""键直到进入系统桌面，此时桌面左下方显示「安全模式」即表示成功。"
652,商米V1s如何退出安全模式？,question,重新启动即可退出。
653,商米V1s可用存储空间少，如何清理缓存和删除不需要的文件？,question,"手持机使用一段时间后，随着不断安装新应用、下载文件以及产生的缓存文件累积，导致可用的存储空间不断减少。在可用存储低于100MB时，可能会出现“储存空间不足”的弹窗提示，甚至应用程序无法正常启动，系统运行卡顿等状况。这时候可参考以下方式来清理：
1.在桌面点击【设置】->【存储设备和USB】查看哪些项目占用了较多的存储空间，可直接点击进行清理。例如，缓存数据较多可点击“缓存数据”清除。
2.如果是“其他”项目占用较多存储空间（一般是应用下载的文件、联网下载的文件），点击该项目后只能浏览不能直观查看哪些文件占用较多空间需要删除，您可以通过下载一些第三方APP，例如“ES文件管理器”来清理。（ES文件管理器选择“清理”，根据搜索分析结果选择清理。）
3.如果未能确认是哪些文件可以被清理，可以备份重要数据，将收银机恢复出厂设置可以将设备恢复初始状态。"
654,商米V1s是否支持OTG，是否支持外接USB设备？,question,V1s机身侧面的USB Type-C接口支持OTG连接USB设备，可购买USB OTG转接线连接即插即用的USB设备。
655,商米V1s是否支持会员卡、积分卡？支持哪类非接卡？,question,V1s 500W像素+NFC的版本支持读取NFC实体会员卡，非接触卡读卡器支持运行在 13.56Mhz频段、符合ISO/ICE 14443 TypeA/B标准的NFC卡和Mifare卡。
656,商米V1s使用USB线连接PC后，怎么传输文件？？,question,"手持机通过USB数据线与电脑连接后，在V1s屏幕顶部往下滑，在菜单中选择第二行的“正在通过USB充电”，点击“文件传输”即可。
在电脑端找到V1s的设备，打开即可看到用户存储的内容。"
657,商米V1s使用哪种规格的热敏纸？,question,V1s使用57mm*40mm的热敏纸，支持纸卷直径最大40mm。
658,商米V1s其他设备是否可以把V1s当蓝牙打印机来使用？,question,不可以。V1s的蓝牙打印是通过商米的底层封装虚拟的连接完成的，只支持设备自己使用。
659,商米V1s如何在APP中通过蓝牙连接自带的打印机？,question,"1.在桌面上找到""设置""->""蓝牙""->开启蓝牙开关。
2.回到桌面，打开需要打印票据的APP，找到打印设置，点击连接或添加打印机，选择“InnerPrinter” 连接成功后，再打印即可。"
660,商米V1s如何调整打印清晰度？,question,点击设置->打印->内置打印管理->将“打印浓度”数值调高。
661,商米V1s如何调整打印字体大小？,question,"点击设置->打印->内置打印管理->打印样式设置，开启“强制打印样式”，可根据需求自行调整“字体倍高”、“字体倍宽”、“字体加粗”、“反白”、“下划线”以及“行高”等设置。
此功能需要升级1.0.13及以上系统版本指定方可实现。(截止2018/11/13，此版本需要联系商米400或技术支持在后端推送)"
662,商米V1s手持机是否支持打印热敏标签、不干胶标签？,question,手持机内置的是热敏票据打印机，不支持打印不干胶标签，建议购买专用的标签打印机外接使用。
663,商米V1s为什么V1s打印速度比V1慢,question,"基于电池使用寿命考虑，V1s内置的电池电压对比V1有所降低，因此V1s的最高打印速度会比V1的稍慢15mm/秒，V1s的打印速度是60mm/s。
另外，当电量低于50%时，打印速度会受到电压降低影响减速；充电电量上升后打印速度会恢复正常。
我们近期推出了一个1.0.14的系统升级让V1s的打印速度相对提高，如果您需要快速打印票据，可在桌面检查系统更新，升级到此版本体验。(截止2018/11/13，此版本需要联系商米400或技术支持在后端推送)"
664,商米V1s如何使用硬件管家检测硬件功能是否正常？,question,"打开硬件管家，点击上方工具栏可以切换 【硬件】/ 【本机】 / 【网络】页面；
1.切换至【硬件】页面可针对以下硬件设备检测：
点击V2 PRO机型进行整机检测：设备的网络/喇叭/触摸屏/屏幕显示/按键/摄像头/打印机/蓝牙/GPS的硬件状态；；
点击下方的“触摸屏”/“电池”/“扫码”/“打印机” 可分别测试屏幕显示和触屏灵敏度、检测设备的扫描头状况 以及检测打印及打印头老化测试；
2.切换至【本机】页面可查看设备的详细信息及参数； 
3.切换至【本机】页面可查看/测试本机网络情况、测试信号强度和网络稳定性；"
665,商米V1s开不了机（如设备电量过低），如何处理？,question,若电池电量完全耗尽，连接标配的充电器充电至少15分钟，然后查看屏幕是否正常显示充电状态。
666,商米V1s无法充电，如何处理？,question,"1.连接充电器， 若电池电量完全耗尽，至少充电15分钟以后查看是否恢复正常。
2.如果在同时运行多个应用和上网的同时为电池充电，机器可能会发热。这是正常现象。在温度过高时电池可能会因避免过热而停止充电。关机闲置5分钟后查看是否恢复正常。
3. 重新插拔充电器，或者有条件可更换充电底座交叉测试。
4. 当电量大于95%，将机器拔出充电器连接，再次连接充电，机器将继续消耗电池电力（会显示充电图标5秒)，直至电池电量低于95% 才会继续充电；如果在电池电量低于95%时充电，一直充电到100%充满也会自动停止充电，显示电池图标并开始消耗电池电力，直至电池电量低于95% 才会继续充电。"
667,商米V1s充电电量到90%以上到充满需要花很长时间，充电速度慢；为什么95%以上电量不能充电？,question,"先，电量达到90%以上是涓流充电，为保护电池充电速度会降慢。另外，当电量大于95%，将机器拔出充电器连接，再放回充电底座机器将继续消耗电池电力（会显示充电图标5秒)，直至电池电量低于95% 才会继续充电；
如果在电池电量低于95%时充电，一直充电到100%充满也会自动停止充电，显示电池图标并开始消耗电池电力，直至电池电量低于95% 才会继续充电。 "
668,商米V1s充电就发烫，然后自动关机，怎么处理？,question,如果在充电的同时，系统后台还有多个应用在运行会加剧温度上升，请停止充电，先关机，稍等5分钟后开机，再充电试试。
669,商米V1s耗电快怎么处理？,question,"1.机具使用的是锂电池，为保护电池的使用寿命，建议随时充电，不要等到电池耗光后再充电；
2.及时关闭不需使用的应用，减少后台同时打开的应用程序数量，应用程序未完全退出，在后台运行将会持续消耗电池电力；
3.如果是屏幕长亮不熄灭，亮度设置较高也会耗电快；如果运行的APP要求必须屏幕常亮，App不能关闭，请适当调低屏幕亮度和保持随用随充，可以延长续航时间。
4.减少在信号不好的环境下使用，机器会一直会搜索信号，导致耗电加快；
5. 打开系统更新，检查更新，将系统升级到最新版本；
6. 如果存在电池耗电快问题，还可以在设置-关于设备-电池，查看电量使用情况是否有异常现象。 未发现有异常操作时，可尝试将机具恢复出厂设置再观察问题是否仍然存在。"
670,商米V1s使用卡顿怎么处理？,question,"1. 机器在同时运行多个应用时，可能会出现因资源不足而运行缓慢的状况，建议可以定期关闭后台非必须的APP进程。步骤:按下□键，选择清扫图标，进行一键清理内存。或者重启机器后再试试。
2. 运行某一个App卡顿，如果是App安装使用时间较长，清理应用的缓存数据和垃圾文件。
    操作步骤：设置->应用程序管理->选择相应的程序->清除缓存。
3. 升级系统到最新的版本以获得更好的使用体验。"
671,商米V1s死机怎么办？,question,"死机无法操作时可以持续按住电源键13秒，机具将自动重启，观察机器是否恢复正常。
如何要了解死机的原因，就需要观察近期是否安装了某个应用后导致设备突然异常死机，或者在运行个别应用死机，应该是应用自身出现问题引起，建议您卸载该应用重新安装，或者下载安装其他类似应用代替，观察是否还会死机。"
